Date,Consumption,Wind,Solar,Wind+Solar
2006-01-01  1:34:01,1069.1840000000002,,,
2006-01-02  1:34:01,1380.5210000000002,,,
2006-01-03  1:34:01,1442.5330000000001,,,
2006-01-04  1:34:01,1457.2169999999999,,,
2006-01-05  1:34:01,1477.131,,,
2006-01-06  1:34:01,1403.4270000000001,,,
2006-01-07  1:34:01,1300.2870000000003,,,
2006-01-08  1:34:01,1207.9849999999997,,,
2006-01-09  1:34:01,1529.3229999999996,,,
2006-01-10  1:34:01,1576.911,,,
2006-01-11  1:34:01,1577.1759999999997,,,
2006-01-12  1:34:01,1553.28,,,
2006-01-13  1:34:01,1545.0019999999997,,,
2006-01-14  1:34:01,1359.945,,,
2006-01-15  1:34:01,1265.475,,,
2006-01-16  1:34:01,1563.738,,,
2006-01-17  1:34:01,1598.3029999999999,,,
2006-01-18  1:34:01,1572.9840000000004,,,
2006-01-19  1:34:01,1558.29,,,
2006-01-20  1:34:01,1540.6039999999998,,,
2006-01-21  1:34:01,1348.188,,,
2006-01-22  1:34:01,1248.111,,,
2006-01-23  1:34:01,1569.691,,,
2006-01-24  1:34:01,1603.2520000000006,,,
2006-01-25  1:34:01,1613.3119999999997,,,
2006-01-26  1:34:01,1601.6729999999995,,,
2006-01-27  1:34:01,1586.0649999999998,,,
2006-01-28  1:34:01,1373.0300000000002,,,
2006-01-29  1:34:01,1252.2149999999997,,,
2006-01-30  1:34:01,1554.7219999999998,,,
2006-01-31  1:34:01,1575.1290000000004,,,
2006-02-01  1:34:01,1582.1340000000002,,,
2006-02-02  1:34:01,1595.7169999999996,,,
2006-02-03  1:34:01,1577.786,,,
2006-02-04  1:34:01,1366.3220000000001,,,
2006-02-05  1:34:01,1258.013,,,
2006-02-06  1:34:01,1557.5250000000003,,,
2006-02-07  1:34:01,1606.6669999999997,,,
2006-02-08  1:34:01,1590.8960000000002,,,
2006-02-09  1:34:01,1599.129,,,
2006-02-10  1:34:01,1554.631,,,
2006-02-11  1:34:01,1346.1040000000003,,,
2006-02-12  1:34:01,1232.568,,,
2006-02-13  1:34:01,1521.4560000000001,,,
2006-02-14  1:34:01,1551.3730000000003,,,
2006-02-15  1:34:01,1562.656,,,
2006-02-16  1:34:01,1523.7190000000005,,,
2006-02-17  1:34:01,1495.913,,,
2006-02-18  1:34:01,1297.3850000000002,,,
2006-02-19  1:34:01,1173.0500000000004,,,
2006-02-20  1:34:01,1501.2459999999999,,,
2006-02-21  1:34:01,1544.112,,,
2006-02-22  1:34:01,1543.1070000000002,,,
2006-02-23  1:34:01,1523.4910000000002,,,
2006-02-24  1:34:01,1507.2350000000004,,,
2006-02-25  1:34:01,1309.603,,,
2006-02-26  1:34:01,1204.7659999999998,,,
2006-02-27  1:34:01,1444.8990000000001,,,
2006-02-28  1:34:01,1507.4899999999998,,,
2006-03-01  1:34:01,1531.1729999999998,,,
2006-03-02  1:34:01,1539.9510000000002,,,
2006-03-03  1:34:01,1510.8839999999998,,,
2006-03-04  1:34:01,1323.303,,,
2006-03-05  1:34:01,1220.395,,,
2006-03-06  1:34:01,1502.1910000000003,,,
2006-03-07  1:34:01,1514.0119999999997,,,
2006-03-08  1:34:01,1545.834,,,
2006-03-09  1:34:01,1498.4439999999997,,,
2006-03-10  1:34:01,1475.327,,,
2006-03-11  1:34:01,1320.3680000000002,,,
2006-03-12  1:34:01,1218.4070000000002,,,
2006-03-13  1:34:01,1494.832,,,
2006-03-14  1:34:01,1514.066,,,
2006-03-15  1:34:01,1518.04,,,
2006-03-16  1:34:01,1516.898,,,
2006-03-17  1:34:01,1495.324,,,
2006-03-18  1:34:01,1280.717,,,
2006-03-19  1:34:01,1160.078,,,
2006-03-20  1:34:01,1446.238,,,
2006-03-21  1:34:01,1470.3400000000001,,,
2006-03-22  1:34:01,1471.6670000000001,,,
2006-03-23  1:34:01,1456.0159999999998,,,
2006-03-24  1:34:01,1444.75,,,
2006-03-25  1:34:01,1231.0670000000002,,,
2006-03-26  1:34:01,1116.743,,,
2006-03-27  1:34:01,1400.9820000000002,,,
2006-03-28  1:34:01,1435.1520000000003,,,
2006-03-29  1:34:01,1438.405,,,
2006-03-30  1:34:01,1457.454,,,
2006-03-31  1:34:01,1429.0659999999998,,,
2006-04-01  1:34:01,1207.7690000000002,,,
2006-04-02  1:34:01,1110.0260000000003,,,
2006-04-03  1:34:01,1422.7889999999998,,,
2006-04-04  1:34:01,1436.6990000000003,,,
2006-04-05  1:34:01,1447.798,,,
2006-04-06  1:34:01,1432.8529999999996,,,
2006-04-07  1:34:01,1394.9799999999998,,,
2006-04-08  1:34:01,1195.9589999999998,,,
2006-04-09  1:34:01,1104.106,,,
2006-04-10  1:34:01,1408.1689999999996,,,
2006-04-11  1:34:01,1419.3009999999997,,,
2006-04-12  1:34:01,1425.7119999999998,,,
2006-04-13  1:34:01,1415.542,,,
2006-04-14  1:34:01,1118.3960000000002,,,
2006-04-15  1:34:01,1086.018,,,
2006-04-16,986.8750000000001,,,
2006-04-17  1:34:01,1009.0939999999999,,,
2006-04-18  1:34:01,1349.563,,,
2006-04-19  1:34:01,1368.456,,,
2006-04-20  1:34:01,1362.2169999999999,,,
2006-04-21  1:34:01,1333.266,,,
2006-04-22  1:34:01,1152.9429999999998,,,
2006-04-23  1:34:01,1042.414,,,
2006-04-24  1:34:01,1345.851,,,
2006-04-25  1:34:01,1359.8059999999998,,,
2006-04-26  1:34:01,1374.3220000000001,,,
2006-04-27  1:34:01,1384.681,,,
2006-04-28  1:34:01,1362.57,,,
2006-04-29  1:34:01,1167.24,,,
2006-04-30  1:34:01,1026.352,,,
2006-05-01,986.698,,,
2006-05-02  1:34:01,1329.8210000000004,,,
2006-05-03  1:34:01,1348.1879999999999,,,
2006-05-04  1:34:01,1348.3429999999998,,,
2006-05-05  1:34:01,1330.5199999999998,,,
2006-05-06  1:34:01,1115.442,,,
2006-05-07,998.308,,,
2006-05-08  1:34:01,1321.7820000000004,,,
2006-05-09  1:34:01,1353.2289999999998,,,
2006-05-10  1:34:01,1351.3999999999999,,,
2006-05-11  1:34:01,1337.502,,,
2006-05-12  1:34:01,1320.006,,,
2006-05-13  1:34:01,1123.9260000000002,,,
2006-05-14  1:34:01,1010.2840000000001,,,
2006-05-15  1:34:01,1317.8490000000002,,,
2006-05-16  1:34:01,1360.65,,,
2006-05-17  1:34:01,1346.0980000000002,,,
2006-05-18  1:34:01,1365.406,,,
2006-05-19  1:34:01,1348.465,,,
2006-05-20  1:34:01,1175.2729999999997,,,
2006-05-21  1:34:01,1050.17,,,
2006-05-22  1:34:01,1358.0819999999999,,,
2006-05-23  1:34:01,1374.4950000000001,,,
2006-05-24  1:34:01,1339.5649999999998,,,
2006-05-25  1:34:01,1053.351,,,
2006-05-26  1:34:01,1213.465,,,
2006-05-27  1:34:01,1108.266,,,
2006-05-28  1:34:01,1065.343,,,
2006-05-29  1:34:01,1349.2470000000003,,,
2006-05-30  1:34:01,1376.794,,,
2006-05-31  1:34:01,1380.175,,,
2006-06-01  1:34:01,1367.7510000000002,,,
2006-06-02  1:34:01,1323.2310000000002,,,
2006-06-03  1:34:01,1100.889,,,
2006-06-04,955.373,,,
2006-06-05,975.6320000000001,,,
2006-06-06  1:34:01,1306.362,,,
2006-06-07  1:34:01,1325.818,,,
2006-06-08  1:34:01,1328.5460000000003,,,
2006-06-09  1:34:01,1311.7839999999999,,,
2006-06-10  1:34:01,1114.5270000000003,,,
2006-06-11  1:34:01,1004.853,,,
2006-06-12  1:34:01,1329.591,,,
2006-06-13  1:34:01,1356.201,,,
2006-06-14  1:34:01,1352.0120000000002,,,
2006-06-15  1:34:01,1140.329,,,
2006-06-16  1:34:01,1254.9540000000002,,,
2006-06-17  1:34:01,1103.6199999999997,,,
2006-06-18  1:34:01,1007.067,,,
2006-06-19  1:34:01,1351.9890000000003,,,
2006-06-20  1:34:01,1369.8549999999998,,,
2006-06-21  1:34:01,1372.4890000000005,,,
2006-06-22  1:34:01,1360.5940000000003,,,
2006-06-23  1:34:01,1316.964,,,
2006-06-24  1:34:01,1114.3859999999997,,,
2006-06-25  1:34:01,1028.8690000000001,,,
2006-06-26  1:34:01,1345.3790000000004,,,
2006-06-27  1:34:01,1352.603,,,
2006-06-28  1:34:01,1340.0420000000001,,,
2006-06-29  1:34:01,1343.6370000000002,,,
2006-06-30  1:34:01,1298.103,,,
2006-07-01  1:34:01,1106.618,,,
2006-07-02,997.8960000000004,,,
2006-07-03  1:34:01,1327.143,,,
2006-07-04  1:34:01,1356.526,,,
2006-07-05  1:34:01,1377.781,,,
2006-07-06  1:34:01,1377.99,,,
2006-07-07  1:34:01,1360.061,,,
2006-07-08  1:34:01,1138.65,,,
2006-07-09  1:34:01,1018.4230000000001,,,
2006-07-10  1:34:01,1335.241,,,
2006-07-11  1:34:01,1360.2079999999996,,,
2006-07-12  1:34:01,1358.2259999999999,,,
2006-07-13  1:34:01,1361.493,,,
2006-07-14  1:34:01,1324.4589999999998,,,
2006-07-15  1:34:01,1093.7009999999998,,,
2006-07-16,993.2890000000001,,,
2006-07-17  1:34:01,1305.2459999999999,,,
2006-07-18  1:34:01,1333.029,,,
2006-07-19  1:34:01,1342.7080000000003,,,
2006-07-20  1:34:01,1351.8229999999999,,,
2006-07-21  1:34:01,1333.344,,,
2006-07-22  1:34:01,1136.6999999999998,,,
2006-07-23  1:34:01,1025.4080000000001,,,
2006-07-24  1:34:01,1330.5569999999998,,,
2006-07-25  1:34:01,1349.825,,,
2006-07-26  1:34:01,1356.6890000000003,,,
2006-07-27  1:34:01,1348.6490000000001,,,
2006-07-28  1:34:01,1327.514,,,
2006-07-29  1:34:01,1122.14,,,
2006-07-30  1:34:01,1010.922,,,
2006-07-31  1:34:01,1289.9260000000002,,,
2006-08-01  1:34:01,1303.0479999999998,,,
2006-08-02  1:34:01,1291.2190000000003,,,
2006-08-03  1:34:01,1284.0890000000002,,,
2006-08-04  1:34:01,1262.6449999999998,,,
2006-08-05  1:34:01,1087.2450000000001,,,
2006-08-06,994.466,,,
2006-08-07  1:34:01,1268.803,,,
2006-08-08  1:34:01,1286.8389999999995,,,
2006-08-09  1:34:01,1285.6599999999999,,,
2006-08-10  1:34:01,1294.0770000000002,,,
2006-08-11  1:34:01,1274.9889999999996,,,
2006-08-12  1:34:01,1088.709,,,
2006-08-13,985.9589999999998,,,
2006-08-14  1:34:01,1266.8439999999998,,,
2006-08-15  1:34:01,1282.2200000000003,,,
2006-08-16  1:34:01,1292.058,,,
2006-08-17  1:34:01,1298.8369999999995,,,
2006-08-18  1:34:01,1290.8690000000004,,,
2006-08-19  1:34:01,1095.066,,,
2006-08-20  1:34:01,1023.166,,,
2006-08-21  1:34:01,1320.274,,,
2006-08-22  1:34:01,1341.316,,,
2006-08-23  1:34:01,1325.5449999999998,,,
2006-08-24  1:34:01,1330.9239999999998,,,
2006-08-25  1:34:01,1323.755,,,
2006-08-26  1:34:01,1126.4950000000001,,,
2006-08-27  1:34:01,1032.3190000000002,,,
2006-08-28  1:34:01,1344.455,,,
2006-08-29  1:34:01,1353.8849999999998,,,
2006-08-30  1:34:01,1373.313,,,
2006-08-31  1:34:01,1347.763,,,
2006-09-01  1:34:01,1339.4679999999998,,,
2006-09-02  1:34:01,1138.742,,,
2006-09-03  1:34:01,1093.767,,,
2006-09-04  1:34:01,1400.634,,,
2006-09-05  1:34:01,1398.368,,,
2006-09-06  1:34:01,1394.28,,,
2006-09-07  1:34:01,1403.4,,,
2006-09-08  1:34:01,1365.0609999999997,,,
2006-09-09  1:34:01,1135.574,,,
2006-09-10  1:34:01,1047.285,,,
2006-09-11  1:34:01,1379.243,,,
2006-09-12  1:34:01,1396.3030000000003,,,
2006-09-13  1:34:01,1398.3210000000001,,,
2006-09-14  1:34:01,1400.087,,,
2006-09-15  1:34:01,1397.504,,,
2006-09-16  1:34:01,1188.876,,,
2006-09-17  1:34:01,1064.3529999999998,,,
2006-09-18  1:34:01,1390.8629999999996,,,
2006-09-19  1:34:01,1404.4789999999998,,,
2006-09-20  1:34:01,1386.3319999999999,,,
2006-09-21  1:34:01,1385.803,,,
2006-09-22  1:34:01,1380.7830000000001,,,
2006-09-23  1:34:01,1175.308,,,
2006-09-24  1:34:01,1069.1750000000002,,,
2006-09-25  1:34:01,1401.0999999999997,,,
2006-09-26  1:34:01,1424.3039999999999,,,
2006-09-27  1:34:01,1417.328,,,
2006-09-28  1:34:01,1401.7309999999998,,,
2006-09-29  1:34:01,1383.458,,,
2006-09-30  1:34:01,1173.1679999999997,,,
2006-10-01  1:34:01,1058.268,,,
2006-10-02  1:34:01,1286.932,,,
2006-10-03  1:34:01,1116.572,,,
2006-10-04  1:34:01,1375.6360000000004,,,
2006-10-05  1:34:01,1397.4590000000003,,,
2006-10-06  1:34:01,1428.5919999999999,,,
2006-10-07  1:34:01,1227.9099999999999,,,
2006-10-08  1:34:01,1097.087,,,
2006-10-09  1:34:01,1406.128,,,
2006-10-10  1:34:01,1433.5879999999997,,,
2006-10-11  1:34:01,1429.996,,,
2006-10-12  1:34:01,1432.5120000000006,,,
2006-10-13  1:34:01,1426.507,,,
2006-10-14  1:34:01,1203.5259999999998,,,
2006-10-15  1:34:01,1089.6849999999997,,,
2006-10-16  1:34:01,1415.4740000000002,,,
2006-10-17  1:34:01,1445.8819999999998,,,
2006-10-18  1:34:01,1448.5110000000002,,,
2006-10-19  1:34:01,1451.6470000000004,,,
2006-10-20  1:34:01,1434.6660000000002,,,
2006-10-21  1:34:01,1232.3390000000002,,,
2006-10-22  1:34:01,1116.473,,,
2006-10-23  1:34:01,1461.803,,,
2006-10-24  1:34:01,1504.192,,,
2006-10-25  1:34:01,1468.365,,,
2006-10-26  1:34:01,1482.7469999999998,,,
2006-10-27  1:34:01,1476.272,,,
2006-10-28  1:34:01,1242.024,,,
2006-10-29  1:34:01,1173.7609999999997,,,
2006-10-30  1:34:01,1413.0659999999998,,,
2006-10-31  1:34:01,1460.3989999999997,,,
2006-11-01  1:34:01,1352.6580000000001,,,
2006-11-02  1:34:01,1479.071,,,
2006-11-03  1:34:01,1479.8999999999994,,,
2006-11-04  1:34:01,1297.9589999999998,,,
2006-11-05  1:34:01,1242.0639999999999,,,
2006-11-06  1:34:01,1521.545,,,
2006-11-07  1:34:01,1506.6689999999999,,,
2006-11-08  1:34:01,1518.3640000000003,,,
2006-11-09  1:34:01,1557.4110000000005,,,
2006-11-10  1:34:01,1484.2599999999998,,,
2006-11-11  1:34:01,1327.6640000000002,,,
2006-11-12  1:34:01,1226.6420000000003,,,
2006-11-13  1:34:01,1533.554,,,
2006-11-14  1:34:01,1523.361,,,
2006-11-15  1:34:01,1504.301,,,
2006-11-16  1:34:01,1490.7790000000005,,,
2006-11-17  1:34:01,1478.0950000000003,,,
2006-11-18  1:34:01,1270.7199999999998,,,
2006-11-19  1:34:01,1168.114,,,
2006-11-20  1:34:01,1509.7119999999995,,,
2006-11-21  1:34:01,1521.7780000000005,,,
2006-11-22  1:34:01,1512.51,,,
2006-11-23  1:34:01,1552.044,,,
2006-11-24  1:34:01,1494.0879999999997,,,
2006-11-25  1:34:01,1304.453,,,
2006-11-26  1:34:01,1155.541,,,
2006-11-27  1:34:01,1486.959,,,
2006-11-28  1:34:01,1520.421,,,
2006-11-29  1:34:01,1532.762,,,
2006-11-30  1:34:01,1531.5250000000003,,,
2006-12-01  1:34:01,1518.198,,,
2006-12-02  1:34:01,1332.812,,,
2006-12-03  1:34:01,1214.5240000000001,,,
2006-12-04  1:34:01,1548.124,,,
2006-12-05  1:34:01,1569.4800000000002,,,
2006-12-06  1:34:01,1545.3,,,
2006-12-07  1:34:01,1566.1240000000003,,,
2006-12-08  1:34:01,1549.6809999999998,,,
2006-12-09  1:34:01,1305.841,,,
2006-12-10  1:34:01,1194.85,,,
2006-12-11  1:34:01,1578.9830000000002,,,
2006-12-12  1:34:01,1561.264,,,
2006-12-13  1:34:01,1590.0090000000002,,,
2006-12-14  1:34:01,1593.613,,,
2006-12-15  1:34:01,1543.073,,,
2006-12-16  1:34:01,1349.1809999999998,,,
2006-12-17  1:34:01,1220.1880000000003,,,
2006-12-18  1:34:01,1514.8519999999999,,,
2006-12-19  1:34:01,1525.6670000000004,,,
2006-12-20  1:34:01,1527.593,,,
2006-12-21  1:34:01,1475.71,,,
2006-12-22  1:34:01,1391.5790000000002,,,
2006-12-23  1:34:01,1235.6880000000003,,,
2006-12-24  1:34:01,1099.201,,,
2006-12-25  1:34:01,1072.746,,,
2006-12-26  1:34:01,1075.9220000000003,,,
2006-12-27  1:34:01,1284.676,,,
2006-12-28  1:34:01,1314.6029999999998,,,
2006-12-29  1:34:01,1274.646,,,
2006-12-30  1:34:01,1237.751,,,
2006-12-31  1:34:01,1144.398,,,
2007-01-01  1:34:01,1128.8429999999998,,,
2007-01-02  1:34:01,1416.669,,,
2007-01-03  1:34:01,1471.586,,,
2007-01-04  1:34:01,1514.8229999999999,,,
2007-01-05  1:34:01,1484.1680000000001,,,
2007-01-06  1:34:01,1249.6629999999998,,,
2007-01-07  1:34:01,1173.6870000000001,,,
2007-01-08  1:34:01,1510.0130000000004,,,
2007-01-09  1:34:01,1554.889,,,
2007-01-10  1:34:01,1556.1219999999998,,,
2007-01-11  1:34:01,1596.639,,,
2007-01-12  1:34:01,1567.4529999999997,,,
2007-01-13  1:34:01,1350.8860000000004,,,
2007-01-14  1:34:01,1250.781,,,
2007-01-15  1:34:01,1518.8799999999999,,,
2007-01-16  1:34:01,1550.7920000000001,,,
2007-01-17  1:34:01,1564.2200000000005,,,
2007-01-18  1:34:01,1544.3240000000003,,,
2007-01-19  1:34:01,1533.3469999999998,,,
2007-01-20  1:34:01,1344.002,,,
2007-01-21  1:34:01,1257.5210000000002,,,
2007-01-22  1:34:01,1544.1819999999998,,,
2007-01-23  1:34:01,1550.7099999999996,,,
2007-01-24  1:34:01,1582.538,,,
2007-01-25  1:34:01,1580.2329999999997,,,
2007-01-26  1:34:01,1632.5869999999995,,,
2007-01-27  1:34:01,1392.674,,,
2007-01-28  1:34:01,1321.527,,,
2007-01-29  1:34:01,1564.3830000000003,,,
2007-01-30  1:34:01,1572.6550000000004,,,
2007-01-31  1:34:01,1598.002,,,
2007-02-01  1:34:01,1531.493,,,
2007-02-02  1:34:01,1523.7810000000002,,,
2007-02-03  1:34:01,1335.6460000000002,,,
2007-02-04  1:34:01,1204.853,,,
2007-02-05  1:34:01,1484.894,,,
2007-02-06  1:34:01,1545.558,,,
